"","survey_unique","station","date","year","month","day","forest","total.g.per.m2","ripe.g.per.m2","dipt.g.per.m2","ripe.dipt.g.per.m2","fagaceae.g.per.m2","euphorb.g.per.m2","nondipt.g.per.m2","ripe.nondipt.g.per.m2"
"908","AG01_30","AG01",2019-08-07,2019,8,7,"Danum",2.171576433,2.042197452,0.151273885,0.05772293,0,0,2.020302548,1.984474522
"909","AG02_30","AG02",2019-08-03,2019,8,3,"Danum",0.179140127,0.179140127,0.179140127,0.179140127,0,0,0,0
"910","AG04_30","AG04",2019-08-05,2019,8,5,"Danum",0.672770701,0,0.672770701,0,0,0,0,0
"911","AG05_30","AG05",2019-08-01,2019,8,1,"Danum",0.02388535,0.02388535,0,0,0,0,0.02388535,0.02388535
"912","AG06_30","AG06",2019-08-01,2019,8,1,"Danum",0.240843949,0.240843949,0.240843949,0.240843949,0,0,0,0
"913","AG07_30","AG07",2019-08-03,2019,8,3,"Danum",0.410031847,0.203025478,0.003980892,0.001990446,0.02388535,0,0.406050955,0.201035032
"914","AG08_30","AG08",2019-08-03,2019,8,3,"Danum",3.924960191,3.924960191,3.871218153,3.871218153,0,0,0.0537420379999998,0.0537420379999998
"915","AG09_30","AG09",2019-08-15,2019,8,15,"Danum",0.521496815,0.521496815,0.521496815,0.521496815,0,0,0,0
"916","AG10_30","AG10",2019-08-15,2019,8,15,"Danum",0.071656051,0.013933121,0.051751592,0.013933121,0,0,0.019904459,0
"917","AG11_30","AG11",2019-08-15,2019,8,15,"Danum",1.472929936,1.44705414,1.472929936,1.44705414,0,0,0,0
"918","AG13_30","AG13",2019-08-09,2019,8,9,"Danum",0.839968153,0.820063694,0.575238854,0.575238854,0,0.017914013,0.264729299,0.24482484
"919","AG14_30","AG14",2019-08-02,2019,8,2,"Danum",0.354299363,0.153264331,0.354299363,0.153264331,0,0,0,0
"920","AG15_30","AG15",2019-08-03,2019,8,3,"Danum",0.232882166,0.027866242,0.232882166,0.027866242,0,0,0,0
"921","AG16_30","AG16",2019-08-05,2019,8,5,"Danum",0.314490446,0,0.314490446,0,0,0,0,0
"922","AG17_30","AG17",2019-08-01,2019,8,1,"Danum",0.175159236,0.175159236,0.175159236,0.175159236,0,0,0,0
"923","AG19_30","AG19",2019-08-09,2019,8,9,"Danum",0.664808917,0.571257962,0.664808917,0.571257962,0,0,0,0
"924","AG20_30","AG20",2019-08-09,2019,8,9,"Danum",0.724654989,0.591295117,0.591295117,0.591295117,0,0,0.133359872,0
"925","AG21_30","AG21",2019-08-09,2019,8,9,"Danum",3.106090764,3.078224522,2.964769108,2.936902866,0.001990446,0,0.141321656,0.141321656
"926","AG22_30","AG22",2019-08-09,2019,8,9,"Danum",0.19705414,0.145302548,0.105493631,0.063694268,0.08160828,0.009952229,0.091560509,0.08160828
"927","AG23_30","AG23",2019-08-12,2019,8,12,"Malua",0.133359873,0.133359873,0,0,0,0,0.133359873,0.133359873
"928","AG24_30","AG24",2019-08-12,2019,8,12,"Malua",0.406050955,0.406050955,0.406050955,0.406050955,0,0,0,0
"929","AG25_30","AG25",2019-08-13,2019,8,13,"Malua",0.232882166,0.232882166,0.031847134,0.031847134,0,0,0.201035032,0.201035032
"930","AG26_30","AG26",2019-08-13,2019,8,13,"Malua",0,0,0,0,0,0,0,0
"931","AG27_30","AG27",2019-08-13,2019,8,13,"Malua",0.071656051,0,0,0,0,0,0.071656051,0
"932","AG28_30","AG28",2019-08-12,2019,8,12,"Malua",0,0,0,0,0,0,0,0
"933","AG29_30","AG29",2019-08-12,2019,8,12,"Malua",1.321656051,1.321656051,1.321656051,1.321656051,0,0,0,0
"934","AG30_30","AG30",2019-08-13,2019,8,13,"Malua",0.031847134,0.031847134,0,0,0,0,0.031847134,0.031847134
"935","AG31_30","AG31",2019-08-12,2019,8,12,"Malua",2.76590698,2.76590698,2.216543923,2.216543923,0,0,0.549363057,0.549363057
"936","AG32_30","AG32",2019-08-12,2019,8,12,"Malua",0.051751592,0.027866242,0.027866242,0.027866242,0,0.02388535,0.02388535,0
"937","AG33_30","AG33",2019-08-13,2019,8,13,"Malua",3.374418177,3.374418177,3.374418177,3.374418177,0,0,0,0
"938","AG34_30","AG34",2019-08-12,2019,8,12,"Malua",0,0,0,0,0,0,0,0
"939","AG35_30","AG35",2019-08-12,2019,8,12,"Malua",0.165207006,0.079617834,0.071656051,0.071656051,0,0.09156051,0.093550955,0.007961783
"940","AG36_30","AG36",2019-08-13,2019,8,13,"Malua",0.224920382,0.224920382,0.193073248,0.193073248,0,0,0.031847134,0.031847134
"941","AG40_30","AG40",2019-08-12,2019,8,12,"Malua",0.099522293,0.099522293,0.099522293,0.099522293,0,0,0,0
"942","AG41_30","AG41",2019-08-12,2019,8,12,"Malua",0,0,0,0,0,0,0,0
"943","AG42_30","AG42",2019-08-12,2019,8,12,"Malua",0.079617834,0.077627389,0.077627389,0.077627389,0,0,0.00199044499999999,0
"944","AG43_30","AG43",2019-08-07,2019,8,7,"Danum",1.050955414,1.050955414,1.023089172,1.023089172,0,0,0.027866242,0.027866242
"945","AG44_30","AG44",2019-08-02,2019,8,2,"Danum",0.079617834,0,0.067675159,0,0,0,0.011942675,0
"946","AG45_30","AG45",2019-08-12,2019,8,12,"Malua",0.119426752,0.119426752,0.105493631,0.105493631,0,0,0.013933121,0.013933121
"947","AG46_30","AG46",2019-08-12,2019,8,12,"Malua",0.203025478,0.203025478,0.203025478,0.203025478,0,0,0,0
"948","AG47_30","AG47",2019-08-12,2019,8,12,"Malua",0,0,0,0,0,0,0,0
"949","AG48_30","AG48",2019-08-09,2019,8,9,"Danum",0.766321656,0.766321656,0.734474522,0.734474522,0,0,0.0318471340000001,0.0318471340000001
"950","AG01_31","AG01",2019-08-26,2019,8,26,"Danum",0.574426188,0.574426188,0.574426188,0.574426188,0,0,0,0
"951","AG02_31","AG02",2019-08-23,2019,8,23,"Danum",0.562209909,0.562209909,0.562209909,0.562209909,0,0,0,0
"952","AG04_31","AG04",2019-08-23,2019,8,23,"Danum",0.467763517,0.467763517,0.467763517,0.467763517,0,0,0,0
"953","AG06_31","AG06",2019-08-19,2019,8,19,"Danum",0.965549327,0.965549327,0.965549327,0.965549327,0,0,0,0
"954","AG07_31","AG07",2019-08-21,2019,8,21,"Danum",0,0,0,0,0,0,0,0
"955","AG08_31","AG08",2019-08-21,2019,8,21,"Danum",1.726167311,1.726167311,1.726167311,1.726167311,0,0,0,0
"956","AG13_31","AG13",2019-08-27,2019,8,27,"Danum",0.311045912,0.311045912,0.011254143,0.011254143,0,0,0.299791769,0.299791769
"957","AG14_31","AG14",2019-08-20,2019,8,20,"Danum",0.186362627,0.186362627,0.186362627,0.186362627,0,0,0,0
"958","AG15_31","AG15",2019-08-23,2019,8,23,"Danum",0.27985798,0.27985798,0.27985798,0.27985798,0,0,0,0
"959","AG16_31","AG16",2019-08-23,2019,8,23,"Danum",0.630655722,0.630655722,0.630655722,0.630655722,0,0,0,0
"960","AG17_31","AG17",2019-08-19,2019,8,19,"Danum",0.711528064,0.711528064,0.711528064,0.711528064,0,0,0,0
"961","AG19_31","AG19",2019-08-26,2019,8,26,"Danum",1.596015184,1.596015184,1.596015184,1.596015184,0,0,0,0
"962","AG20_31","AG20",2019-08-27,2019,8,27,"Danum",0.045016574,0.045016574,0.045016574,0.045016574,0,0,0,0
"963","AG21_31","AG21",2019-08-27,2019,8,27,"Danum",0.375917452,0.375917452,0.375917452,0.375917452,0,0,0,0
"964","AG22_31","AG22",2019-08-27,2019,8,27,"Danum",0,0,0,0,0,0,0,0
"965","AG43_31","AG43",2019-08-24,2019,8,24,"Danum",0.579329596,0.579329596,0.579329596,0.579329596,0,0,0,0
"966","AG44_31","AG44",2019-08-20,2019,8,20,"Danum",0.178986105,0.178986105,0.171024321,0.171024321,0,0,0.007961784,0.007961784
"967","AG48_31","AG48",2019-08-27,2019,8,27,"Danum",0.098398762,0.098398762,0.098398762,0.098398762,0,0,0,0
"968","AG01_32","AG01",2020-07-23,2020,7,23,"Danum",0,NA,0,0,0,0,0,NA
"969","AG02_32","AG02",2020-07-25,2020,7,25,"Danum",0,NA,0,0,0,0,0,NA
"970","AG03_32","AG03",2020-07-25,2020,7,25,"Danum",0,NA,0,0,0,0,0,NA
"971","AG04_32","AG04",2020-07-25,2020,7,25,"Danum",0,NA,0,0,0,0,0,NA
"972","AG05_32","AG05",2020-06-10,2020,6,10,"Danum",0,NA,0,0,0,0,0,NA
"973","AG06_32","AG06",2020-07-26,2020,7,26,"Danum",0,NA,0,0,0,0,0,NA
"974","AG07_32","AG07",2020-06-09,2020,6,9,"Danum",0,NA,0,0,0,0,0,NA
"975","AG08_32","AG08",2020-07-23,2020,7,23,"Danum",0,NA,0,0,0,0,0,NA
"976","AG09_32","AG09",2020-06-09,2020,6,9,"Danum",0,NA,0,0,0,0,0,NA
"977","AG10_32","AG10",2020-06-09,2020,6,9,"Danum",0,NA,0,0,0,0,0,NA
"978","AG11_32","AG11",2020-06-09,2020,6,9,"Danum",0,NA,0,0,0,0,0,NA
"979","AG13_32","AG13",2020-06-08,2020,6,8,"Danum",0,NA,0,0,0,0,0,NA
"980","AG14_32","AG14",2020-06-18,2020,6,18,"Danum",0,NA,0,0,0,0,0,NA
"981","AG15_32","AG15",2020-07-25,2020,7,25,"Danum",0,NA,0,0,0,0,0,NA
"982","AG16_32","AG16",2020-07-25,2020,7,25,"Danum",0,NA,0,0,0,0,0,NA
"983","AG17_32","AG17",2020-06-10,2020,6,10,"Danum",0,NA,0,0,0,0,0,NA
"984","AG19_32","AG19",2020-07-23,2020,7,23,"Danum",0,NA,0,0,0,0,0,NA
"985","AG20_32","AG20",2020-06-08,2020,6,8,"Danum",0,NA,0,0,0,0,0,NA
"986","AG21_32","AG21",2020-06-08,2020,6,8,"Danum",0,NA,0,0,0,0,0,NA
"987","AG22_32","AG22",2020-06-08,2020,6,8,"Danum",0,NA,0,0,0,0,0,NA
"988","AG23_32","AG23",2020-06-25,2020,6,25,"Malua",0,NA,0,0,0,0,0,NA
"989","AG24_32","AG24",2020-06-25,2020,6,25,"Malua",0,NA,0,0,0,0,0,NA
"990","AG25_32","AG25",2020-06-25,2020,6,25,"Malua",0,NA,0,0,0,0,0,NA
"991","AG26_32","AG26",2020-06-23,2020,6,23,"Malua",0,NA,0,0,0,0,0,NA
"992","AG27_32","AG27",2020-07-28,2020,7,28,"Malua",0,NA,0,0,0,0,0,NA
"993","AG28_32","AG28",2020-07-28,2020,7,28,"Malua",0,NA,0,0,0,0,0,NA
"994","AG29_32","AG29",2020-07-28,2020,7,28,"Malua",0,NA,0,0,0,0,0,NA
"995","AG30_32","AG30",2020-06-24,2020,6,24,"Malua",0,NA,0,0,0,0,0,NA
"996","AG31_32","AG31",2020-06-23,2020,6,23,"Malua",0,NA,0,0,0,0,0,NA
"997","AG32_32","AG32",2020-06-23,2020,6,23,"Malua",0,NA,0,0,0,0,0,NA
"998","AG33_32","AG33",2020-06-23,2020,6,23,"Malua",0,NA,0,0,0,0,0,NA
"999","AG34_32","AG34",2020-07-28,2020,7,28,"Malua",0,NA,0,0,0,0,0,NA
"1000","AG35_32","AG35",2020-07-28,2020,7,28,"Malua",0,NA,0,0,0,0,0,NA
"1001","AG36_32","AG36",2020-07-28,2020,7,28,"Malua",0,NA,0,0,0,0,0,NA
"1002","AG40_32","AG40",2020-07-28,2020,7,28,"Malua",0,NA,0,0,0,0,0,NA
"1003","AG41_32","AG41",2020-07-28,2020,7,28,"Malua",0,NA,0,0,0,0,0,NA
"1004","AG42_32","AG42",2020-07-29,2020,7,29,"Malua",0,NA,0,0,0,0,0,NA
"1005","AG43_32","AG43",2020-06-18,2020,6,18,"Danum",0,NA,0,0,0,0,0,NA
"1006","AG44_32","AG44",2020-07-25,2020,7,25,"Danum",0,NA,0,0,0,0,0,NA
"1007","AG45_32","AG45",2020-07-29,2020,7,29,"Malua",0,NA,0,0,0,0,0,NA
"1008","AG46_32","AG46",2020-07-29,2020,7,29,"Malua",0,NA,0,0,0,0,0,NA
"1009","AG47_32","AG47",2020-07-29,2020,7,29,"Malua",0,NA,0,0,0,0,0,NA
"1010","AG48_32","AG48",2020-06-08,2020,6,8,"Danum",0,NA,0,0,0,0,0,NA
"1011","AG01_33","AG01",2020-08-08,2020,8,8,"Danum",0,NA,0,0,0,0,0,NA
"1012","AG02_33","AG02",2020-08-07,2020,8,7,"Danum",0.036226115,NA,0,0,0,0,0.036226115,NA
"1013","AG03_33","AG03",2020-08-07,2020,8,7,"Danum",0,NA,0,0,0,0,0,NA
"1014","AG04_33","AG04",2020-08-07,2020,8,7,"Danum",0,NA,0,0,0,0,0,NA
"1015","AG05_33","AG05",2020-06-28,2020,6,28,"Danum",0,NA,0,0,0,0,0,NA
"1016","AG06_33","AG06",2020-08-08,2020,8,8,"Danum",0,NA,0,0,0,0,0,NA
"1017","AG07_33","AG07",2020-06-27,2020,6,27,"Danum",0,NA,0,0,0,0,0,NA
"1018","AG08_33","AG08",2020-08-08,2020,8,8,"Danum",0,NA,0,0,0,0,0,NA
"1019","AG09_33","AG09",2020-06-27,2020,6,27,"Danum",0,NA,0,0,0,0,0,NA
"1020","AG10_33","AG10",2020-06-27,2020,6,27,"Danum",0,NA,0,0,0,0,0,NA
"1021","AG11_33","AG11",2020-06-27,2020,6,27,"Danum",0.06267914,NA,0,0,0,0,0.06267914,NA
"1022","AG13_33","AG13",2020-06-28,2020,6,28,"Danum",0,NA,0,0,0,0,0,NA
"1023","AG14_33","AG14",2020-06-27,2020,6,27,"Danum",0,NA,0,0,0,0,0,NA
"1024","AG15_33","AG15",2020-08-07,2020,8,7,"Danum",0,NA,0,0,0,0,0,NA
"1025","AG16_33","AG16",2020-08-07,2020,8,7,"Danum",0,NA,0,0,0,0,0,NA
"1026","AG17_33","AG17",2020-06-28,2020,6,28,"Danum",0,NA,0,0,0,0,0,NA
"1027","AG19_33","AG19",2020-08-08,2020,8,8,"Danum",0,NA,0,0,0,0,0,NA
"1028","AG20_33","AG20",2020-06-28,2020,6,28,"Danum",0,NA,0,0,0,0,0,NA
"1029","AG21_33","AG21",2020-06-28,2020,6,28,"Danum",0,NA,0,0,0,0,0,NA
"1030","AG22_33","AG22",2020-06-28,2020,6,28,"Danum",0,NA,0,0,0,0,0,NA
"1031","AG23_33","AG23",2020-07-06,2020,7,6,"Malua",0,NA,0,0,0,0,0,NA
"1032","AG24_33","AG24",2020-07-06,2020,7,6,"Malua",0,NA,0,0,0,0,0,NA
"1033","AG25_33","AG25",2020-07-06,2020,7,6,"Malua",0,NA,0,0,0,0,0,NA
"1034","AG26_33","AG26",2020-07-06,2020,7,6,"Malua",0,NA,0,0,0,0,0,NA
"1035","AG27_33","AG27",2020-08-10,2020,8,10,"Malua",0,NA,0,0,0,0,0,NA
"1036","AG28_33","AG28",2020-08-10,2020,8,10,"Malua",0,NA,0,0,0,0,0,NA
"1037","AG29_33","AG29",2020-08-10,2020,8,10,"Malua",0,NA,0,0,0,0,0,NA
"1038","AG30_33","AG30",2020-07-06,2020,7,6,"Malua",0,NA,0,0,0,0,0,NA
"1039","AG31_33","AG31",2020-07-06,2020,7,6,"Malua",0,NA,0,0,0,0,0,NA
"1040","AG32_33","AG32",2020-07-06,2020,7,6,"Malua",0,NA,0,0,0,0,0,NA
"1041","AG33_33","AG33",2020-07-06,2020,7,6,"Malua",0,NA,0,0,0,0,0,NA
"1042","AG34_33","AG34",2020-08-10,2020,8,10,"Malua",0,NA,0,0,0,0,0,NA
"1043","AG35_33","AG35",2020-08-10,2020,8,10,"Malua",0,NA,0,0,0,0,0,NA
"1044","AG36_33","AG36",2020-08-10,2020,8,10,"Malua",0,NA,0,0,0,0,0,NA
"1045","AG40_33","AG40",2020-08-10,2020,8,10,"Malua",0,NA,0,0,0,0,0,NA
"1046","AG41_33","AG41",2020-08-10,2020,8,10,"Malua",0,NA,0,0,0,0,0,NA
"1047","AG42_33","AG42",2020-08-11,2020,8,11,"Malua",0,NA,0,0,0,0,0,NA
"1048","AG43_33","AG43",2020-06-27,2020,6,27,"Danum",0,NA,0,0,0,0,0,NA
"1049","AG44_33","AG44",2020-08-07,2020,8,7,"Danum",0,NA,0,0,0,0,0,NA
"1050","AG45_33","AG45",2020-08-11,2020,8,11,"Malua",0,NA,0,0,0,0,0,NA
"1051","AG46_33","AG46",2020-08-11,2020,8,11,"Malua",0,NA,0,0,0,0,0,NA
"1052","AG47_33","AG47",2020-08-11,2020,8,11,"Malua",0,NA,0,0,0,0,0,NA
"1053","AG48_33","AG48",2020-06-28,2020,6,28,"Danum",0,NA,0,0,0,0,0,NA
"1054","AG01_34","AG01",2020-08-22,2020,8,22,"Danum",0,NA,0,0,0,0,0,NA
"1055","AG02_34","AG02",2020-08-21,2020,8,21,"Danum",0,NA,0,0,0,0,0,NA
"1056","AG03_34","AG03",2020-08-21,2020,8,21,"Danum",0,NA,0,0,0,0,0,NA
"1057","AG04_34","AG04",2020-08-21,2020,8,21,"Danum",0,NA,0,0,0,0,0,NA
"1058","AG05_34","AG05",2020-07-07,2020,7,7,"Danum",0,NA,0,0,0,0,0,NA
"1059","AG07_34","AG07",2020-07-08,2020,7,8,"Danum",0,NA,0,0,0,0,0,NA
"1060","AG08_34","AG08",2020-08-22,2020,8,22,"Danum",0,NA,0,0,0,0,0,NA
"1061","AG09_34","AG09",2020-07-08,2020,7,8,"Danum",0,NA,0,0,0,0,0,NA
"1062","AG10_34","AG10",2020-07-08,2020,7,8,"Danum",0.072910032,NA,0,0,0,0,0.072910032,NA
"1063","AG11_34","AG11",2020-07-08,2020,7,8,"Danum",0,NA,0,0,0,0,0,NA
"1064","AG13_34","AG13",2020-07-10,2020,7,10,"Danum",0,NA,0,0,0,0,0,NA
"1065","AG14_34","AG14",2020-07-07,2020,7,7,"Danum",0,NA,0,0,0,0,0,NA
"1066","AG15_34","AG15",2020-08-21,2020,8,21,"Danum",0,NA,0,0,0,0,0,NA
"1067","AG16_34","AG16",2020-08-21,2020,8,21,"Danum",0,NA,0,0,0,0,0,NA
"1068","AG17_34","AG17",2020-07-07,2020,7,7,"Danum",0,NA,0,0,0,0,0,NA
"1069","AG19_34","AG19",2020-08-22,2020,8,22,"Danum",0,NA,0,0,0,0,0,NA
"1070","AG20_34","AG20",2020-07-10,2020,7,10,"Danum",0,NA,0,0,0,0,0,NA
"1071","AG21_34","AG21",2020-07-10,2020,7,10,"Danum",0,NA,0,0,0,0,0,NA
"1072","AG22_34","AG22",2020-07-10,2020,7,10,"Danum",0,NA,0,0,0,0,0,NA
"1073","AG23_34","AG23",2020-07-27,2020,7,27,"Malua",0,NA,0,0,0,0,0,NA
"1074","AG24_34","AG24",2020-07-27,2020,7,27,"Malua",0,NA,0,0,0,0,0,NA
"1075","AG25_34","AG25",2020-07-27,2020,7,27,"Malua",0,NA,0,0,0,0,0,NA
"1076","AG26_34","AG26",2020-07-27,2020,7,27,"Malua",0,NA,0,0,0,0,0,NA
"1077","AG27_34","AG27",2020-08-24,2020,8,24,"Malua",0,NA,0,0,0,0,0,NA
"1078","AG28_34","AG28",2020-08-24,2020,8,24,"Malua",0,NA,0,0,0,0,0,NA
"1079","AG29_34","AG29",2020-08-24,2020,8,24,"Malua",0,NA,0,0,0,0,0,NA
"1080","AG30_34","AG30",2020-07-27,2020,7,27,"Malua",0,NA,0,0,0,0,0,NA
"1081","AG31_34","AG31",2020-07-27,2020,7,27,"Malua",0,NA,0,0,0,0,0,NA
"1082","AG32_34","AG32",2020-07-27,2020,7,27,"Malua",0,NA,0,0,0,0,0,NA
"1083","AG33_34","AG33",2020-07-27,2020,7,27,"Malua",0,NA,0,0,0,0,0,NA
"1084","AG34_34","AG34",2020-08-24,2020,8,24,"Malua",0,NA,0,0,0,0,0,NA
"1085","AG35_34","AG35",2020-08-24,2020,8,24,"Malua",0,NA,0,0,0,0,0,NA
"1086","AG36_34","AG36",2020-08-24,2020,8,24,"Malua",0,NA,0,0,0,0,0,NA
"1087","AG40_34","AG40",2020-08-24,2020,8,24,"Malua",0,NA,0,0,0,0,0,NA
"1088","AG41_34","AG41",2020-08-24,2020,8,24,"Malua",0,NA,0,0,0,0,0,NA
"1089","AG42_34","AG42",2020-08-25,2020,8,25,"Malua",0.134156051,NA,0,0,0,0.134156051,0.134156051,NA
"1090","AG43_34","AG43",2020-07-07,2020,7,7,"Danum",0,NA,0,0,0,0,0,NA
"1091","AG44_34","AG44",2020-08-21,2020,8,21,"Danum",0,NA,0,0,0,0,0,NA
"1092","AG45_34","AG45",2020-08-25,2020,8,25,"Malua",0,NA,0,0,0,0,0,NA
"1093","AG46_34","AG46",2020-08-25,2020,8,25,"Malua",0,NA,0,0,0,0,0,NA
"1094","AG47_34","AG47",2020-08-25,2020,8,25,"Malua",0.01910828,NA,0,0,0,0.01910828,0.01910828,NA
"1095","AG48_34","AG48",2020-07-10,2020,7,10,"Danum",0,NA,0,0,0,0,0,NA
"1096","AG01_35","AG01",2020-09-05,2020,9,5,"Danum",0,NA,0,0,0,0,0,NA
"1097","AG02_35","AG02",2020-09-04,2020,9,4,"Danum",0,NA,0,0,0,0,0,NA
"1098","AG03_35","AG03",2020-09-04,2020,9,4,"Danum",0,NA,0,0,0,0,0,NA
"1099","AG04_35","AG04",2020-09-04,2020,9,4,"Danum",0,NA,0,0,0,0,0,NA
"1100","AG05_35","AG05",2020-07-21,2020,7,21,"Danum",0,NA,0,0,0,0,0,NA
"1101","AG07_35","AG07",2020-07-23,2020,7,23,"Danum",0,NA,0,0,0,0,0,NA
"1102","AG08_35","AG08",2020-09-05,2020,9,5,"Danum",0,NA,0,0,0,0,0,NA
"1103","AG09_35","AG09",2020-07-23,2020,7,23,"Danum",0,NA,0,0,0,0,0,NA
"1104","AG10_35","AG10",2020-07-23,2020,7,23,"Danum",0,NA,0,0,0,0,0,NA
"1105","AG11_35","AG11",2020-07-23,2020,7,23,"Danum",0,NA,0,0,0,0,0,NA
"1106","AG13_35","AG13",2020-07-22,2020,7,22,"Danum",0,NA,0,0,0,0,0,NA
"1107","AG14_35","AG14",2020-07-20,2020,7,20,"Danum",0,NA,0,0,0,0,0,NA
"1108","AG15_35","AG15",2020-09-04,2020,9,4,"Danum",0,NA,0,0,0,0,0,NA
"1109","AG16_35","AG16",2020-09-04,2020,9,4,"Danum",0,NA,0,0,0,0,0,NA
"1110","AG17_35","AG17",2020-07-21,2020,7,21,"Danum",0,NA,0,0,0,0,0,NA
"1111","AG19_35","AG19",2020-09-05,2020,9,5,"Danum",0,NA,0,0,0,0,0,NA
"1112","AG20_35","AG20",2020-07-22,2020,7,22,"Danum",0,NA,0,0,0,0,0,NA
"1113","AG21_35","AG21",2020-07-22,2020,7,22,"Danum",0,NA,0,0,0,0,0,NA
"1114","AG22_35","AG22",2020-07-22,2020,7,22,"Danum",0.054836783,NA,0,0,0,0,0.054836783,NA
"1115","AG27_35","AG27",2020-09-07,2020,9,7,"Malua",0,NA,0,0,0,0,0,NA
"1116","AG28_35","AG28",2020-09-07,2020,9,7,"Malua",0,NA,0,0,0,0,0,NA
"1117","AG29_35","AG29",2020-09-07,2020,9,7,"Malua",0,NA,0,0,0,0,0,NA
"1118","AG34_35","AG34",2020-09-07,2020,9,7,"Malua",0,NA,0,0,0,0,0,NA
"1119","AG35_35","AG35",2020-09-07,2020,9,7,"Malua",0,NA,0,0,0,0,0,NA
"1120","AG36_35","AG36",2020-09-07,2020,9,7,"Malua",0,NA,0,0,0,0,0,NA
"1121","AG40_35","AG40",2020-09-07,2020,9,7,"Malua",0,NA,0,0,0,0,0,NA
"1122","AG41_35","AG41",2020-09-07,2020,9,7,"Malua",0,NA,0,0,0,0,0,NA
"1123","AG42_35","AG42",2020-09-07,2020,9,7,"Malua",0,NA,0,0,0,0,0,NA
"1124","AG43_35","AG43",2020-07-20,2020,7,20,"Danum",0.020103503,NA,0,0,0,0,0.020103503,NA
"1125","AG44_35","AG44",2020-09-04,2020,9,4,"Danum",0,NA,0,0,0,0,0,NA
"1126","AG45_35","AG45",2020-09-07,2020,9,7,"Malua",0,NA,0,0,0,0,0,NA
"1127","AG46_35","AG46",2020-09-07,2020,9,7,"Malua",0,NA,0,0,0,0,0,NA
"1128","AG47_35","AG47",2020-09-07,2020,9,7,"Malua",0,NA,0,0,0,0,0,NA
"1129","AG48_35","AG48",2020-07-22,2020,7,22,"Danum",0,NA,0,0,0,0,0,NA
